Player_ID,Player_Name
gudmupe01,Pétur Guðmundsson
kingal01,Albert King
maxweve01,Vernon Maxwell
mitchto01,Todd Mitchell
roberal01,Alvin Robertson
rothsc01,Scott Roth
smartke01,Keith Smart
smrekmi01,Mike Smrek
baileth01,Thurl Bailey
brownmi01,Mike Brown
eatonma01,Mark Eaton
farmeji01,Jim Farmer
griffda01,Darrell Griffith
hansebo01,Bob Hansen
iavarma01,Marc Iavaroni
kofoeba01,Bart Kofoed
leckner01,Eric Leckner
lesji01,Jim Les
malonka01,Karl Malone
ortizjo01,José Ortiz
stockjo01,John Stockton
whiteer01,Eric White
baglejo01,John Bagley
carrojo01,Joe Barry Carroll
cavenro01,Ron Cavenall
connele01,Lester Conner
gaineco01,Corey Gaines
hinsoro01,Roy Hinson
hopsode01,Dennis Hopson
jonesbi01,Bill Jones
leeke01,Keith Lee
mcgeemi01,Mike McGee
morrich01,Chris Morris
shackch01,Charles Shackleford
willibu01,Buck Williams
willike01,Kevin Williams
ballagr01,Greg Ballard
cagemi01,Michael Cage
champmi01,Mike Champion
ellisda01,Dale Ellis
johnsav01,Avery Johnson
listeal01,Alton Lister
lucasjo01,John Lucas
mcdanxa01,Xavier McDaniel
mckeyde01,Derrick McKey
mcmilna01,Nate McMillan
polynol01,Olden Polynice
reynoje01,Jerry Reynolds
schoeru01,Russ Schoene
threase01,Sedale Threatt
busedo01,Don Buse
drewla01,Larry Drew
knighbi01,Billy Knight
meriwjo01,Joe Meriweather
nattke01,Kenny Natt
olberma01,Mark Olberding
popeda01,David Pope
suttlda01,Dane Suttle
verhope01,Pete Verhoeven
brookmi01,Michael Brooks
donalja01,James Donaldson
joneshu01,Hutch Jones
kelsegr01,Greg Kelser
loderke01,Kevin Loder
mcdowha01,Hank McDowell
mckinbi01,Billy McKinney
nixonno01,Norm Nixon
towneli01,Linton Townes
waltobi01,Bill Walton
whitero01,Rory White
alarima01,Mark Alarie
catlete01,Terry Catledge
coltest01,Steve Colter
eacklle01,Ledell Eackles
feitlda01,Dave Feitl
grantha01,Harvey Grant
jonesch01,Charles Jones
jonesch02,Charles Jones
kingbe01,Bernard King
malonje01,Jeff Malone
walkeda01,Darrell Walker
willijo02,John Williams
blabuw01,Uwe Blab
blackro01,Rolando Blackman
davisbr01,Brad Davis
harpede01,Derek Harper
perkisa01,Sam Perkins
tarplro01,Roy Tarpley
tylerte01,Terry Tyler
wennibi01,Bill Wennington
wileymo01,Morlon Wiley
bannike01,Ken Bannister
benjabe01,Benoit Benjamin
dailequ01,Quintin Dailey
garrito01,Tom Garrick
gondrgr01,Grant Gondrezick
grantga01,Gary Grant
kitegr01,Greg Kite
lockro01,Rob Lock
mannida01,Danny Manning
normake01,Ken Norman
popsoda01,Dave Popson
rosero01,Rob Rose
smithch01,Charles Smith
sumptba01,Barry Sumpter
whatlen01,Ennis Whatley
willire01,Reggie Williams
wolfjo01,Joe Wolf
allenra01,Randy Allen
berryri01,Ricky Berry
delnevi01,Vinny Del Negro
gillebe01,Ben Gillery
jacksmi02,Michael Jackson
mccraro01,Rodney McCray
peterji01,Jim Petersen
pressha01,Harold Pressley
smithke01,Kenny Smith
cummipa01,Pat Cummings
edwarke01,Kevin Edwards
graysy01,Sylvester Gray
hastisc01,Scott Hastings
longgr01,Grant Long
seikaro01,Rony Seikaly
shaskjo01,John Shasky
sparrro01,Rory Sparrow
sundvjo01,Jon Sundvold
tayloan01,Anthony Taylor
thompbi01,Billy Thompson
washipe01,Pearl Washington
boguemu01,Muggsy Bogues
chapmre01,Rex Chapman
curetea01,Earl Cureton
curryde01,Dell Curry
holtomi01,Michael Holton
hoppeda01,Dave Hoppen
kemptti01,Tim Kempton
lewisra01,Ralph Lewis
lowesi01,Sidney Lowe
rambiku01,Kurt Rambis
reidro01,Robert Reid
rowsobr01,Brian Rowsom
tolbeto01,Tom Tolbert
tripuke01,Kelly Tripucka
bensoke01,Kent Benson
hendeke01,Kevin Henderson
johnska01,Kannard Johnson
rogerjo01,Johnny Rogers
dayeda01,Darren Daye
gilmoar01,Artis Gilmore
henryco01,Conner Henry
minnidi01,Dirk Minniefield
carliri01,Rick Carlisle
donovbi01,Billy Donovan
mcneach01,Chris McNealy
orrlo01,Louis Orr
scurrca01,Carey Scurry
whiteto01,Tony White
moorean01,Andre Moore
winslri01,Rickie Winslow
stipast01,Steve Stipanovich
bedfowi01,William Bedford
moorero01,Ron Moore
russewa01,Walker Russell
washbch01,Chris Washburn
willike02,Kevin Willis
woodle01,Leon Wood
waitegr01,Granville Waiters
askewvi01,Vincent Askew
hendeda01,Dave Henderson
toneyan01,Andrew Toney
vraneda01,Danny Vranes
matthwe01,Wes Matthews
wagnemi01,Milt Wagner
evansmi01,Mike Evans
martima01,Maurice Martin
wrighbr01,Brad Wright
freewo01,World B. Free
maxwece01,Cedric Maxwell
wadema01,Mark Wade
washike01,Kermit Washington
adamsal01,Alvan Adams
baileja01,James Bailey
cookje01,Jeff Cook
martibi01,Bill Martin
lucasma01,Maurice Lucas
murphro01,Ronnie Murphy
wilsoni01,Nikita Wilson
blackna01,Nate Blackwell
mitchmi01,Mike Mitchell
moorejo01,Johnny Moore
nimphku01,Kurt Nimphius
rellfri01,Richard Rellford
wilsori02,Ricky Wilson
zevenph01,Phil Zevenbergen
turpime01,Melvin Turpin
englech01,Chris Engler
mckenke01,Kevin McKenna
okoremi01,Mike O'Koren
walleja01,Jamie Waller
washidu01,Duane Washington
johnscl01,Clemon Johnson
murphja01,Jay Murphy
burttst01,Steve Burtt
colemno01,Norris Coleman
fieldke01,Kenny Fields
gordola01,Lancaster Gordon
gregocl01,Claude Gregory
murphto01,Tod Murphy
nesslma01,Martin Nessley
phelpmi01,Michael Phelps
arlaujo01,Joe Arlauckas
edwarfr01,Franklin Edwards
oldhaja01,Jawann Oldham
anderde01,Derek Anderson
butlemi02,Mitchell Butler
dumasto01,Tony Dumas
ferryda01,Danny Ferry
grahagr01,Greg Graham
hendece02,Cedric Henderson
ilgauzy01,Zydrunas Ilgauskas
jameshe01,Henry James
kempsh01,Shawn Kemp
knighbr01,Brevin Knight
persowe01,Wesley Person
potapvi01,Vitaly Potapenko
scottsh01,Shawnelle Scott
surabo01,Bob Sura
thomaca01,Carl Thomas
anderke01,Kenny Anderson
barroda01,Dana Barros
billuch01,Chauncey Billups
bowenbr01,Bruce Bowen
brownde01,Dee Brown
declean01,Andrew DeClercq
edneyty01,Tyus Edney
ellispe01,Pervis Ellison
hansore01,Reggie Hanson
jonesdo01,Dontae' Jones
knightr01,Travis Knight
mccarwa01,Walter McCarty
mercero01,Ron Mercer
minorgr01,Greg Minor
rogerro02,Roy Rogers
tabakza01,Žan Tabak
thomajo02,John Thomas
walkean02,Antoine Walker
childch01,Chris Childs
davisbe01,Ben Davis
houstal01,Allan Houston
johnsla02,Larry Johnson
millsch01,Chris Mills
thompbr01,Brooks Thompson
wardch01,Charlie Ward
allenra02,Ray Allen
brandte01,Terrell Brandon
breauti01,Tim Breaux
currymi01,Michael Curry
feickja01,Jamie Feick
greenli01,Litterial Green
hillty01,Tyrone Hill
honeyje01,Jerald Honeycutt
johnser02,Ervin Johnson
nordgje01,Jeff Nordgaard
perryel01,Elliot Perry
robingl01,Glenn Robinson
smithto02,Tony Smith
besttr01,Travis Best
bohanet01,Etdrick Bohannon
croshau01,Austin Croshere
davisan01,Antonio Davis
davisda01,Dale Davis
hoibefr01,Fred Hoiberg
popema01,Mark Pope
roseja01,Jalen Rose
delebi01,Bison Dele
hensost01,Steve Henson
hillgr01,Grant Hill
hunteli01,Lindsey Hunter
mckieaa01,Aaron McKie
montrer01,Eric Montross
obannch01,Charles O'Bannon
pollasc01,Scot Pollard
ratlith01,Theo Ratliff
reiddo01,Don Reid
sealyma01,Malik Sealy
stackje01,Jerry Stackhouse
willije01,Jerome Williams
askinke01,Keith Askins
austiis01,Isaac Austin
barrybr01,Brent Barry
brownpj01,P.J. Brown
causwdu01,Duane Causwell
conloma01,Marty Conlon
dayto01,Todd Day
hardati01,Tim Hardaway
langan02,Antonio Lang
lenarvo01,Voshon Lenard
mashbja01,Jamal Mashburn
millste01,Terry Mills
mournal01,Alonzo Mourning
murdoer01,Eric Murdock
smithch04,Charles Smith
stricma01,Mark Strickland
waltere01,Rex Walters
anderni01,Nick Anderson
armstda01,Darrell Armstrong
benoida01,David Benoit
evansbr01,Brian Evans
hardaan01,Anfernee Hardaway
lawsoja01,Jason Lawson
ollieke01,Kevin Ollie
outlabo01,Bo Outlaw
royaldo01,Donald Royal
stronde01,Derek Strong
taylojo01,Johnny Taylor
barrydr01,Drew Barry
blaylmo01,Mookie Blaylock
brownch01,Chucky Brown
crawfch01,Chris Crawford
grayed01,Ed Gray
hendeal01,Alan Henderson
laettch01,Christian Laettner
livinra01,Randy Livingston
millean01,Anthony Miller
mutomdi01,Dikembe Mutombo
olivebr01,Brian Oliver
recasel01,Eldridge Recasner
smithst01,Steve Smith
whitedo01,Donald Whiteside
boothke01,Keith Booth
brownra02,Randy Brown
buechju01,Jud Buechler
burresc01,Scott Burrell
caffeja01,Jason Caffey
kukocto01,Toni Kukoč
larueru01,Rusty LaRue
longllu01,Luc Longley
simpkdi01,Dickey Simpkins
vaughda02,David Vaughn
colemde01,Derrick Coleman
cunniwi01,William Cunningham
davisma02,Mark Davis
iversal01,Allen Iverson
jacksji01,Jim Jackson
overtdo01,Doug Overton
parkean01,Anthony Parker
smithjo02,Joe Smith
snower01,Eric Snow
stewake01,Kebu Stewart
thomati01,Tim Thomas
weathcl01,Clarence Weatherspoon
willisc01,Scott Williams
barryjo01,Jon Barry
bennema01,Mario Bennett
blounco01,Corie Blount
bryanko01,Kobe Bryant
campbel01,Elden Campbell
fishede01,Derek Fisher
foxri01,Rick Fox
horryro01,Robert Horry
jonesed02,Eddie Jones
onealsh01,Shaquille O'Neal
rooksse01,Sean Rooks
sealssh01,Shea Seals
vanexni01,Nick Van Exel
alexaco01,Cory Alexander
battito01,Tony Battie
ellisha01,Harold Ellis
ellisla01,LaPhonso Ellis
fortsda01,Danny Fortson
garrede01,Dean Garrett
garriki01,Kiwane Lemorris Garris
goldwan01,Anthony Goldwire
jacksbo01,Bobby Jackson
laudepr01,Priest Lauderdale
stithbr01,Bryant Stith
washier01,Eric Washington
willier01,Eric Williams
zidekge01,George Zídek
bullama01,Matt Bullard
davisem01,Emanual Davis
eliema01,Mario Elie
harriot01,Othella Harrington
malonma01,Matt Maloney
pricebr01,Brent Price
rhodero01,Rodrick Rhodes
stephjo01,Joe Stephens
armstbj01,B.J. Armstrong
colesbi01,Bimbo Coles
dampier01,Erick Dampier
delkto01,Tony Delk
foylead01,Adonal Foyle
fulleto02,Todd Fuller
madkige01,Gerald Madkins
marshdo01,Donyell Marshall
spencfe01,Felton Spencer
sprewla01,Latrell Sprewell
willibr01,Brandon Williams
carrch01,Chris Carr
curlebi01,Bill Curley
garneke01,Kevin Garnett
guglito01,Tom Gugliotta
hammoto01,Tom Hammonds
jordare01,Reggie Jordan
marbust01,Stephon Marbury
mitchsa01,Sam Mitchell
parksch02,Cherokee Parks
peelean01,Anthony Peeler
roberst01,Stanley Roberts
roziecl01,Clifford Rozier
westdo01,Doug West
wheatde01,DeJuan Wheat
closske01,Keith Closs
collija01,James Collins
martida01,Darrick Martin
murrala01,Lamond Murray
piatker01,Eric Piatkowski
richapo01,Pooh Richardson
robinja02,James Robinson
rogerro01,Rodney Rogers
tayloma01,Maurice Taylor
vaughlo01,Loy Vaught
vrankst01,Stojko Vranković
wrighlo02,Lorenzen Wright
abdulma02,Mahmoud Abdul-Rauf
abdulta01,Tariq Abdul-Wahad
deherte01,Terry Dehere
fundela01,Lawrence Funderburke
grimmde01,Derek Grimm
hendrma01,Mark Hendrickson
hurlebo01,Bobby Hurley
johnsan02,Anthony Johnson
owensbi01,Billy Owens
robinch01,Chris Robinson
salvake01,Kevin Salvadori
smithmi02,Michael Smith
stewami01,Michael Stewart
willico02,Corliss Williamson
anstech01,Chris Anstey
bradlsh01,Shawn Bradley
caldwad01,Adrian Caldwell
cebalce01,Cedric Ceballos
davishu01,Hubert Davis
finlemi01,Michael Finley
muursma01,Martin Müürsepp
packro01,Robert Pack
reevekh01,Khalid Reeves
respesh01,Shawn Respert
rileyer01,Eric Riley
scottde01,Dennis Scott
stricer01,Erick Strickland
thomaku01,Kurt Thomas
walkesa01,Samaki Walker
wellsbu01,Bubba Wells
kiddja01,Jason Kidd
llamaho01,Horacio Llamas
mccloge01,George McCloud
mcdyean01,Antonio McDyess
milicma01,Marko Milič
nashst01,Steve Nash
robincl02,Clifford Robinson
augmost01,Stacey Augmon
brunsri01,Rick Brunson
catoke01,Kelvin Cato
crottjo01,John Crotty
grantbr01,Brian Grant
higgise01,Sean Higgins
onealje01,Jermaine O'Neal
rideris01,Isaiah Rider
rogerca01,Carlos Rogers
sabonar01,Arvydas Sabonis
stoudda01,Damon Stoudamire
trentga01,Gary Trent
wallara01,Rasheed Wallace
willial02,Alvin Williams
williwa02,Walt Williams
wingfdo01,Dontonio Wingfield
burtowi01,Willie Burton
duncati01,Tim Duncan
elliose01,Sean Elliott
gearyre01,Reggie Geary
herreca01,Carl Herrera
jacksja01,Jaren Jackson
robinda01,David Robinson
rosema01,Malik Rose
willimo01,Monty Williams
andersh01,Shandon Anderson
eisleho01,Howard Eisley
fostegr01,Greg Foster
hudsotr01,Troy Hudson
keefead01,Adam Keefe
ostergr01,Greg Ostertag
russebr01,Bryon Russell
vaughja01,Jacque Vaughn
cassesa01,Sam Cassell
dareyi01,Yinka Dare
douglsh01,Sherman Douglas
gatlich01,Chris Gatling
gillke01,Kendall Gill
harrilu01,Lucious Harris
kittlke01,Kerry Kittles
macledo01,Don MacLean
vanhoke01,Keith Van Horn
willija01,Jayson Williams
anthogr01,Greg Anthony
bakervi01,Vin Baker
cottoja02,James Cotton
howarst01,Stephen Howard
mcilvji01,Jim McIlvaine
paytoga01,Gary Payton
williaa01,Aaron Williams
beckco01,Corey Beck
divacvl01,Vlade Divac
farmeto01,Tony Farmer
geigema01,Matt Geiger
masonan01,Anthony Mason
mcdonmi01,Michael McDonald
phillbo01,Bobby Phills
reidjr01,J.R. Reid
ricegl01,Glen Rice
wesleda01,David Wesley
willitr01,Travis Williams
amayaas01,Ashraf Amaya
cheanca01,Calbert Cheaney
fishma01,Matt Fish
howarju01,Juwan Howard
legleti01,Tim Legler
muresgh01,Gheorghe Mureșan
murratr01,Tracy Murray
nickega01,Gaylon Nickerson
wallabe01,Ben Wallace
webbech01,Chris Webber
whitnch01,Chris Whitney
willilo01,Lorenzo Williams
cambyma01,Marcus Camby
chrisdo01,Doug Christie
daniell01,Lloyd Daniels
garnech01,Chris Garner
jonespo01,Popeye Jones
mccanbo01,Bob McCann
mcgratr01,Tracy McGrady
milleol01,Oliver Miller
slatere01,Reggie Slater
stokeed01,Ed Stokes
wallajo01,John Wallace
wrighsh01,Sharone Wright
abdursh01,Shareef Abdur-Rahim
chilcpe01,Pete Chilcutt
daniean01,Antonio Daniels
edwarbl01,Blue Edwards
lynchge01,George Lynch
macksa01,Sam Mack
masseto01,Tony Massenburg
maybele01,Lee Mayberry
newbiiv01,Ivano Newbill
reevebr01,Bryant Reeves
robinla01,Larry Robinson
daviste01,Terry Davis
hamda01,Darvin Ham
motenla01,Lawrence Moten
oliveji01,Jimmy Oliver
shammgo01,God Shammgod
boykiea01,Earl Boykins
stackry01,Ryan Stack
garnema01,Marlon Garnett
jonesda01,Damon Jones
piercpa01,Paul Pierce
schindw01,Dwayne Schintzius
grantpa01,Paul Grant
jordaad01,Adonis Jordan
traylro01,Robert Traylor
workmha01,Haywoode Workman
harrial01,Al Harrington
maconma01,Mark Macon
mooremi01,Mikki Moore
youngko01,Korleone Young
watsoja01,Jamie Watson
doleami01,Michael Doleac
harprma01,Matt Harpring
kernejo01,Jonathan Kerner
simonmi01,Miles Simon
mcleoro01,Roshown McLeod
sheppje01,Jeff Sheppard
willish01,Shammond Williams
benjaco01,Corey Benjamin
carrco01,Cory Carr
davidko01,Kornél Dávid
jonesch03,Charles Jones
hughela01,Larry Hughes
mohamna01,Nazr Mohammed
shawca01,Casey Shaw
jacobsa01,Sam Jacobson
luety01,Tyronn Lue
patteru01,Ruben Patterson
clarkke01,Keon Clark
lafrera01,Raef LaFrentz
mccarke01,Kelly McCarty
meyerlo01,Loren Meyer
wheelty01,Tyson Wheeler
dickemi01,Michael Dickerson
drewbr01,Bryce Drew
moblecu01,Cuttino Mobley
jamisan01,Antawn Jamison
nestera01,Rasho Nesterović
pattean01,Andrae Patterson
wintetr01,Trevor Winter
nesbyty01,Tyrone Nesby
olowomi01,Michael Olowokandi
skinnbr01,Brian Skinner
alumape01,Peter Aluma
hawkimi01,Michael Hawkins
jamesje01,Jerome James
stojape01,Peja Stojaković
willija02,Jason Williams
nowitdi01,Dirk Nowitzki
sundobr01,Bruno Šundov
baileto01,Toby Bailey
brownge02,Gerald Brown
garripa01,Pat Garrity
simsal01,Alvin Sims
wellsbo01,Bonzi Wells
gazean01,Andrew Gaze
kingge02,Gerard King
aventan01,Anthony Avent
kingch01,Chris King
lewisra02,Rashard Lewis
mccoyje01,Jelani McCoy
norrimo01,Moochie Norris
stepavl01,Vladimir Stepania
davisri01,Ricky Davis
millebr01,Brad Miller
bakerla01,Mark Baker
cartevi01,Vince Carter
knighne01,Negele Knight
marksse01,Sean Marks
bibbymi01,Mike Bibby
hendejr01,J.R. Henderson
lopezfe01,Felipe López
ndiayma01,Makhtar N'Diaye
sasseja01,Jason Sasser
cokerjo01,John Coker
jacksra02,Randell Jackson
mcinnje01,Jeff McInnis
whiteja01,Jahidi White
davisba01,Baron Davis
erdense01,Semih Erden
eyengch01,Christian Eyenga
geeal01,Alonzo Gee
gibsoda01,Daniel Gibson
grahajo01,Joey Graham
haranlu01,Luke Harangody
harrima01,Manny Harris
hicksjj01,J.J. Hickson
holliry01,Ryan Hollins
moonja01,Jamario Moon
powele01,Leon Powe
samuesa01,Samardo Samuels
sessira01,Ramon Sessions
varejan01,Anderson Varejão
willija04,Jawad Williams
willima01,Mo Williams
arroyca01,Carlos Arroyo
bradlav01,Avery Bradley
daniema01,Marquis Daniels
davisgl01,Glen Davis
greenje02,Jeff Green
johnsch03,Chris Johnson
krstine01,Nenad Krstić
murphtr01,Troy Murphy
pavloal01,Sasha Pavlović
perkike01,Kendrick Perkins
robinna01,Nate Robinson
rondora01,Rajon Rondo
wafervo01,Von Wafer
westde01,Delonte West
anthoca01,Carmelo Anthony
balkmre01,Renaldo Balkman
brownde04,Derrick Brown
cartean01,Anthony Carter
chandwi01,Wilson Chandler
douglto01,Toney Douglas
feltora01,Raymond Felton
fieldla01,Landry Fields
gallida01,Danilo Gallinari
jeffrja01,Jared Jeffries
masonro01,Roger Mason
mozgoti01,Timofey Mozgov
randoan01,Anthony Randolph
rautian01,Andy Rautins
stoudam01,Amar'e Stoudemire
turiaro01,Ronny Turiaf
walkebi01,Henry Walker
willish03,Shawne Williams
willish02,Shelden Williams
barroea01,Earl Barron
bogutan01,Andrew Bogut
brockjo01,Jon Brockman
delfica01,Carlos Delfino
doolike01,Keyon Dooling
douglch01,Chris Douglas-Roberts
goodedr01,Drew Gooden
ilyaser01,Ersan İlyasova
jennibr01,Brandon Jennings
maggeco01,Corey Maggette
mbahalu01,Luc Mbah a Moute
reddmi01,Michael Redd
salmojo01,John Salmons
sandela01,Larry Sanders
templga01,Garrett Temple
collida01,Darren Collison
dunlemi02,Mike Dunleavy
fordtj01,T.J. Ford
fosteje01,Jeff Foster
georgpa01,Paul George
grangda01,Danny Granger
hansbty01,Tyler Hansbrough
hibbero01,Roy Hibbert
jonesda02,Dahntay Jones
jonesso01,Solomon Jones
mcrobjo01,Josh McRoberts
poseyja01,James Posey
priceaj01,A.J. Price
rushbr01,Brandon Rush
stephla01,Lance Stephenson
bynumwi01,Will Bynum
dayeau01,Austin Daye
gordobe01,Ben Gordon
hamilri01,Richard Hamilton
maxieja01,Jason Maxiell
monrogr01,Greg Monroe
princta01,Tayshaun Prince
stuckro01,Rodney Stuckey
summeda01,DaJuan Summers
villach01,Charlie Villanueva
wilcoch01,Chris Wilcox
anthojo01,Joel Anthony
boshch01,Chris Bosh
chalmma01,Mario Chalmers
hasleud01,Udonis Haslem
houseed01,Eddie House
jamesle01,LeBron James
jonesja02,James Jones
magloja01,Jamaal Magloire
millemi01,Mike Miller
pittmde01,Dexter Pittman
wadedw01,Dwyane Wade
allenma01,Malik Allen
anderry01,Ryan Anderson
arenagi01,Gilbert Arenas
bassbr01,Brandon Bass
clarkea01,Earl Clark
duhonch01,Chris Duhon
gortama01,Marcin Gortat
howardw01,Dwight Howard
nelsoja01,Jameer Nelson
pietrmi01,Mickaël Piétrus
redicjj01,JJ Redick
richaja01,Jason Richardson
richaqu01,Quentin Richardson
turkohe01,Hedo Türkoğlu
armsthi01,Hilton Armstrong
collija04,Jason Collins
crawfja01,Jamal Crawford
crawfjo02,Jordan Crawford
evansma01,Maurice Evans
hinriki01,Kirk Hinrich
horfoal01,Al Horford
johnsjo02,Joe Johnson
pachuza01,Zaza Pachulia
poweljo01,Josh Powell
smithjo03,Josh Smith
sypa01,Pape Sy
teaguje01,Jeff Teague
thomaet01,Etan Thomas
wilkida02,Damien Wilkins
willima02,Marvin Williams
asikom01,Ömer Aşık
boganke01,Keith Bogans
boozeca01,Carlos Boozer
