Team,Player_ID,Player_Name
ATL,behagro01,Ron Behagen
ATL,brownjo01,John Brown
ATL,charlke01,Ken Charles
ATL,crissch01,Charlie Criss
ATL,drewjo01,John Drew
ATL,hawesst01,Steve Hawes
ATL,hillar01,Armond Hill
ATL,johnsed02,Eddie Johnson
ATL,johnsol01,Ollie Johnson
ATL,mcmilto01,Tom McMillen
ATL,roberto01,Tony Robertson
ATL,rollitr01,Tree Rollins
ATL,terrycl01,Claude Terry
BOS,abdulza01,Zaid Abdul-Aziz
BOS,ardji01,Jim Ard
BOS,bigelbo01,Bob Bigelow
BOS,bingda01,Dave Bing
BOS,bosweto01,Tom Boswell
BOS,chanedo01,Don Chaney
BOS,cowenda01,Dave Cowens
BOS,digreer01,Ernie DiGregorio
BOS,havlijo01,John Havlicek
BOS,kuberst01,Steve Kuberski
BOS,maxwece01,Cedric Maxwell
BOS,rowecu01,Curtis Rowe
BOS,saundfr01,Fred Saunders
BOS,scottch01,Charlie Scott
BOS,stacoke01,Kevin Stacom
BOS,washike01,Kermit Washington
BOS,whitejo01,Jo Jo White
BOS,wickssi01,Sidney Wicks
BUF,averibi01,Bird Averitt
BUF,barnema01,Marvin Barnes
BUF,brokaga01,Gary Brokaw
BUF,gerargu01,Gus Gerard
BUF,glennmi01,Mike Glenn
BUF,johnsla01,Larry Johnson
BUF,joneswi02,Wil Jones
BUF,knighbi01,Billy Knight
BUF,lloydsc01,Scott Lloyd
BUF,mcclate01,Ted McClain
BUF,mcdanji01,Jim McDaniels
BUF,mcneila01,Larry McNeill
BUF,natersw01,Swen Nater
BUF,owensed01,Eddie Owens
BUF,shumajo01,John Shumate
BUF,smithra01,Randy Smith
BUF,willich02,Chuck Williams
BUF,willobi01,Bill Willoughby
CHI,ardji01,Jim Ard
CHI,armstta01,Tate Armstrong
CHI,boerwto01,Tom Boerwinkle
CHI,dickede01,Derrek Dickey
CHI,gilmoar01,Artis Gilmore
CHI,hansegl01,Glenn Hansen
CHI,hollawi01,Wilbur Holland
CHI,johnsmi01,Mickey Johnson
CHI,landsma01,Mark Landsberger
CHI,maysc01,Scott May
CHI,mengejo01,John Mengelt
CHI,pondecl01,Cliff Pondexter
CHI,russeca01,Cazzie Russell
CHI,sheppst01,Steve Sheppard
CHI,vanlino01,Norm Van Lier
CHI,weathni01,Nick Weatherspoon
CLE,breweji01,Jim Brewer
CLE,carrau01,Austin Carr
CLE,choneji01,Jim Chones
CLE,fraziwa01,Walt Frazier
CLE,furlote01,Terry Furlow
CLE,jordaed01,Eddie Jordan
CLE,lambejo01,John Lambert
CLE,russeca02,Campy Russell
CLE,smithbi02,Bingo Smith
CLE,smithel01,Elmore Smith
CLE,snydedi01,Dick Snyder
CLE,walkefo01,Foots Walker
DEN,calvima01,Mack Calvin
DEN,cookno01,Norm Cook
