Team,Player_ID,Player_Name
CLE,allenja01,Jarrett Allen
CLE,diakima01,Mamadi Diakite
CLE,garlada01,Darius Garland
CLE,greenda02,Danny Green
CLE,leverca01,Caris LeVert
CLE,lopezro01,Robin Lopez
CLE,loveke01,Kevin Love
CLE,merrisa01,Sam Merrill
CLE,mitchdo01,Donovan Mitchell
CLE,mobleev01,Evan Mobley
CLE,mobleis01,Isaiah Mobley
CLE,netora01,Raul Neto
CLE,okorois01,Isaac Okoro
CLE,osmande01,Cedi Osman
CLE,rubiori01,Ricky Rubio
CLE,stevela01,Lamar Stevens
CLE,wadede01,Dean Wade
CLE,windldy01,Dylan Windler
BOS,brogdma01,Malcolm Brogdon
BOS,brownja02,Jaylen Brown
BOS,champju01,Justin Champagnie
BOS,davisjd01,JD Davison
BOS,griffbl01,Blake Griffin
BOS,hausesa01,Sam Hauser
BOS,horfoal01,Al Horford
BOS,jacksju01,Justin Jackson
BOS,kabenmf01,Mfiondu Kabengele
BOS,kornelu01,Luke Kornet
BOS,muscami01,Mike Muscala
BOS,pritcpa01,Payton Pritchard
BOS,smartma01,Marcus Smart
BOS,tatumja01,Jayson Tatum
BOS,vonleno01,Noah Vonleh
BOS,whitede01,Derrick White
BOS,willigr01,Grant Williams
BOS,williro04,Robert Williams
NYK,arcidry01,Ryan Arcidiacono
NYK,barrerj01,RJ Barrett
NYK,brunsja01,Jalen Brunson
NYK,fournev01,Evan Fournier
NYK,grimequ01,Quentin Grimes
NYK,hartjo01,Josh Hart
NYK,harteis01,Isaiah Hartenstein
NYK,jeffrda01,DaQuan Jeffries
NYK,keelstr01,Trevor Keels
NYK,mcbrimi01,Miles McBride
NYK,mykhasv01,Svi Mykhailiuk
NYK,quickim01,Immanuel Quickley
NYK,randlju01,Julius Randle
NYK,reddica01,Cam Reddish
NYK,robinmi01,Mitchell Robinson
NYK,rosede01,Derrick Rose
NYK,simsje01,Jericho Sims
NYK,toppiob01,Obi Toppin
MIL,allengr01,Grayson Allen
MIL,antetgi01,Giannis Antetokounmpo
MIL,antetth01,Thanasis Antetokounmpo
MIL,beaucma01,MarJon Beauchamp
MIL,carteje01,Jevon Carter
MIL,connapa01,Pat Connaughton
MIL,crowdja01,Jae Crowder
MIL,dragigo01,Goran Dragić
MIL,greenaj01,A.J. Green
MIL,hillge01,George Hill
MIL,holidjr01,Jrue Holiday
MIL,ibakase01,Serge Ibaka
MIL,inglejo01,Joe Ingles
MIL,leoname01,Meyers Leonard
MIL,lopezbr01,Brook Lopez
MIL,mamuksa01,Sandro Mamukelashvili
MIL,matthwe02,Wesley Matthews
MIL,middlkh01,Khris Middleton
MIL,nworajo01,Jordan Nwora
MIL,portibo01,Bobby Portis
MIL,wiggili01,Lindell Wigginton
IND,bitadgo01,Goga Bitadze
IND,brissos01,Oshae Brissett
IND,brownke03,Kendall Brown
IND,duartch01,Chris Duarte
IND,halibty01,Tyrese Haliburton
IND,hieldbu01,Buddy Hield
IND,hillge01,George Hill
IND,jacksis01,Isaiah Jackson
IND,johnsja01,James Johnson
IND,mathube01,Bennedict Mathurin
IND,mccontj01,T.J. McConnell
IND,nembhan01,Andrew Nembhard
IND,nesmiaa01,Aaron Nesmith
IND,nworajo01,Jordan Nwora
IND,queentr01,Trevelin Queen
IND,smithja04,Jalen Smith
IND,taylote01,Terry Taylor
IND,theisda01,Daniel Theis
IND,turnemy01,Myles Turner
IND,yorkga01,Gabe York
DET,baglema01,Marvin Bagley III
DET,beysa01,Saddiq Bey
DET,boehebu01,Buddy Boeheim
DET,bogdabo02,Bojan Bogdanović
DET,burksal01,Alec Burks
DET,cunnica01,Cade Cunningham
DET,diallha01,Hamidou Diallo
DET,durenja01,Jalen Duren
DET,hamptrj01,R.J. Hampton
DET,hayeski01,Killian Hayes
DET,iveyja01,Jaden Ivey
DET,josepco01,Cory Joseph
DET,keybr01,Braxton Key
DET,knoxke01,Kevin Knox
DET,liveris01,Isaiah Livers
DET,mcgruro01,Rodney McGruder
DET,noelne01,Nerlens Noel
DET,omorueu01,Eugene Omoruyi
DET,rhodeja01,Jared Rhoden
DET,stewais01,Isaiah Stewart
DET,umudest01,Stanley Umude
DET,wisemja01,James Wiseman
MIA,adebaba01,Bam Adebayo
MIA,bouyeja01,Jamaree Bouyea
MIA,butleji01,Jimmy Butler
MIA,cainja01,Jamal Cain
MIA,dedmode01,Dewayne Dedmon
MIA,hasleud01,Udonis Haslem
MIA,herroty01,Tyler Herro
MIA,highsha01,Haywood Highsmith
MIA,jovicni01,Nikola Jović
MIA,loveke01,Kevin Love
MIA,lowryky01,Kyle Lowry
MIA,martica02,Caleb Martin
MIA,oladivi01,Victor Oladipo
MIA,robindu01,Duncan Robinson
MIA,robinor01,Orlando Robinson
MIA,smithdr01,Dru Smith
MIA,strusma01,Max Strus
MIA,vincega01,Gabe Vincent
MIA,yurtsom01,Omer Yurtseven
MIA,zelleco01,Cody Zeller
ORL,anthoco01,Cole Anthony
ORL,bambamo01,Mo Bamba
ORL,banchpa01,Paolo Banchero
ORL,bitadgo01,Goga Bitadze
ORL,bolbo01,Bol Bol
ORL,cartewe01,Wendell Carter Jr.
ORL,cartemi01,Michael Carter-Williams
ORL,fultzma01,Markelle Fultz
ORL,hamptrj01,R.J. Hampton
ORL,harriga01,Gary Harris
ORL,harrike01,Kevon Harris
ORL,houstca01,Caleb Houstan
ORL,isaacjo01,Jonathan Isaac
ORL,okekech01,Chuma Okeke
ORL,rosste01,Terrence Ross
ORL,schofad01,Admiral Schofield
ORL,scrubja01,Jay Scrubb
ORL,suggsja01,Jalen Suggs
ORL,wagnefr01,Franz Wagner
ORL,wagnemo01,Moritz Wagner
ATL,beysa01,Saddiq Bey
ATL,bogdabo01,Bogdan Bogdanović
ATL,capelca01,Clint Capela
ATL,collijo01,John Collins
ATL,culveja01,Jarrett Culver
ATL,fernabr01,Bruno Fernando
ATL,forretr01,Trent Forrest
ATL,griffaj01,AJ Griffin
ATL,holidaa01,Aaron Holiday
ATL,holidju01,Justin Holiday
ATL,huntede01,De'Andre Hunter
ATL,johnsja05,Jalen Johnson
ATL,kaminfr01,Frank Kaminsky
ATL,krejcvi01,Vit Krejci
ATL,martity01,Tyrese Martin
ATL,mathega01,Garrison Mathews
ATL,murrade01,Dejounte Murray
ATL,okongon01,Onyeka Okongwu
ATL,willido02,Donovan Williams
ATL,youngtr01,Trae Young
CHI,beverpa01,Patrick Beverley
CHI,bradlto01,Tony Bradley
CHI,carusal01,Alex Caruso
CHI,derozde01,DeMar DeRozan
CHI,dosunay01,Ayo Dosunmu
CHI,dragigo01,Goran Dragić
CHI,drumman01,Andre Drummond
CHI,greenja02,Javonte Green
CHI,hillma01,Malcolm Hill
CHI,jonesca03,Carlik Jones
CHI,jonesde02,Derrick Jones Jr.
CHI,lavinza01,Zach LaVine
CHI,simonma01,Marko Simonovic
CHI,taylote01,Terry Taylor
CHI,terryda01,Dalen Terry
CHI,vucevni01,Nikola Vučević
CHI,whiteco01,Coby White
CHI,willipa01,Patrick Williams
PHI,champju02,Julian Champagnie
PHI,dedmode01,Dewayne Dedmon
PHI,embiijo01,Joel Embiid
PHI,fostemi02,Michael Foster Jr.
PHI,hardeja01,James Harden
PHI,harremo01,Montrezl Harrell
PHI,harrito02,Tobias Harris
PHI,houseda01,Danuel House Jr.
PHI,kinglo02,Louis King
PHI,korkmfu01,Furkan Korkmaz
PHI,leesa01,Saben Lee
PHI,maxeyty01,Tyrese Maxey
PHI,mccluma01,Mac McClung
PHI,mcdanja01,Jalen McDaniels
PHI,meltode01,De'Anthony Melton
PHI,miltosh01,Shake Milton
PHI,niangge01,Georges Niang
PHI,reedpa01,Paul Reed
PHI,sprinja01,Jaden Springer
PHI,thybuma01,Matisse Thybulle
PHI,tuckepj01,P.J. Tucker
LAL,bambamo01,Mo Bamba
LAL,beaslma01,Malik Beasley
LAL,beverpa01,Patrick Beverley
LAL,brownst02,Sterling Brown
LAL,browntr01,Troy Brown Jr.
LAL,bryanth01,Thomas Bryant
LAL,chrisma02,Max Christie
LAL,davisan02,Anthony Davis
LAL,gabriwe01,Wenyen Gabriel
LAL,hachiru01,Rui Hachimura
LAL,harrish01,Shaquille Harrison
LAL,jamesle01,LeBron James
LAL,jonesda03,Damian Jones
LAL,nunnke01,Kendrick Nunn
LAL,pippesc02,Scotty Pippen Jr.
LAL,reaveau01,Austin Reaves
LAL,reedda01,Davon Reed
LAL,russeda01,D'Angelo Russell
LAL,ryanma01,Matt Ryan
LAL,schrode01,Dennis Schröder
LAL,swideco01,Cole Swider
LAL,thomptr01,Tristan Thompson
LAL,toscaju01,Juan Toscano-Anderson
LAL,vandeja01,Jarred Vanderbilt
LAL,walkelo01,Lonnie Walker IV
LAL,westbru01,Russell Westbrook
DEN,braunch01,Christian Braun
DEN,brownbr01,Bruce Brown
DEN,bryanth01,Thomas Bryant
DEN,caldwke01,Kentavious Caldwell-Pope
DEN,cancavl01,Vlatko Čančar
DEN,gordoaa01,Aaron Gordon
DEN,greenje02,Jeff Green
DEN,hylanbo01,Bones Hyland
DEN,jacksre01,Reggie Jackson
DEN,jokicni01,Nikola Jokić
DEN,jordade01,DeAndre Jordan
DEN,murraja01,Jamal Murray
