Team,Player_ID,Player_Name
CLE,bratzmi01,Mike Bratz
CLE,calvima01,Mack Calvin
CLE,carrke01,Kenny Carr
CLE,forddo01,Don Ford
CLE,hugheki01,Kim Hughes
CLE,hustoge01,Geoff Huston
CLE,jordawa01,Walter Jordan
CLE,kinchch01,Chad Kinch
CLE,laimbbi01,Bill Laimbeer
CLE,lambejo01,John Lambert
CLE,mitchmi01,Mike Mitchell
CLE,pheglro01,Roger Phegley
CLE,robinbi01,Bill Robinzine
CLE,robisda01,Dave Robisch
CLE,smithra01,Randy Smith
CLE,smithro01,Robert Smith
CLE,washiri01,Richard Washington
CLE,whiteje01,Jerome Whitehead
BOS,architi01,Tiny Archibald
BOS,birdla01,Larry Bird
BOS,carrml01,M.L. Carr
BOS,duerote01,Terry Duerod
BOS,fernser01,Eric Fernsten
BOS,fordch01,Chris Ford
BOS,hendege01,Gerald Henderson
BOS,kreklwa01,Wayne Kreklow
BOS,maxwece01,Cedric Maxwell
BOS,mchalke01,Kevin McHale
BOS,parisro01,Robert Parish
BOS,robeyri01,Rick Robey
NYK,cartere01,Reggie Carter
NYK,cartwbi01,Bill Cartwright
NYK,demicla01,Larry Demic
NYK,glennmi01,Mike Glenn
NYK,richami01,Michael Ray Richardson
NYK,russeca02,Campy Russell
NYK,scalede01,DeWayne Scales
NYK,webstma01,Marvin Webster
NYK,willira01,Ray Williams
NYK,willisl01,Sly Williams
NYK,woodsmi01,Mike Woodson
MIL,bridgju01,Junior Bridgeman
MIL,bucknqu01,Quinn Buckner
MIL,catchha01,Harvey Catchings
MIL,cummipa01,Pat Cummings
MIL,elmorle01,Len Elmore
MIL,evansmi01,Mike Evans
MIL,johnsma01,Marques Johnson
MIL,johnsmi01,Mickey Johnson
MIL,laniebo01,Bob Lanier
MIL,moncrsi01,Sidney Moncrief
MIL,wintebr01,Brian Winters
IND,abernto01,Tom Abernethy
IND,bantomi01,Mike Bantom
IND,bradldu01,Dudley Bradley
IND,busedo01,Don Buse
IND,davisjo01,Johnny Davis
IND,edwarja01,James Edwards
IND,johnscl01,Clemon Johnson
IND,johnsge03,George Johnson
IND,knighbi01,Billy Knight
IND,mcginge01,George McGinnis
IND,milledi01,Dick Miller
IND,nattke01,Kenny Natt
IND,orrlo01,Louis Orr
IND,sichtje01,Jerry Sichting
DET,bensoke01,Kent Benson
DET,blackno01,Norman Black
DET,drewla01,Larry Drew
DET,fulleto01,Tony Fuller
DET,herroke01,Keith Herron
DET,hubbaph01,Phil Hubbard
DET,johnsle01,Lee Johnson
DET,kelsegr01,Greg Kelser
DET,lawreed01,Edmund Lawrence
DET,leero01,Ron Lee
DET,longjo01,John Long
DET,mcadobo01,Bob McAdoo
DET,mokespa01,Paul Mokeski
DET,robinwa01,Wayne Robinson
DET,tylerte01,Terry Tyler
DET,wrighla01,Larry Wright
ATL,burleto01,Tom Burleson
ATL,colliar01,Art Collins
ATL,collido02,Don Collins
ATL,crissch01,Charlie Criss
ATL,drewjo01,John Drew
ATL,hawesst01,Steve Hawes
ATL,hillar01,Armond Hill
ATL,johnsed02,Eddie Johnson
ATL,matthwe01,Wes Matthews
ATL,mcelrji01,Jim McElroy
ATL,mcmilto01,Tom McMillen
ATL,pellosa01,Sam Pellom
ATL,rollitr01,Tree Rollins
ATL,roundda01,Dan Roundfield
ATL,sheltcr01,Craig Shelton
CHI,dietrco01,Coby Dietrick
CHI,gilmoar01,Artis Gilmore
CHI,greenda01,Dave Greenwood
CHI,jonesdw01,Dwight Jones
CHI,kenonla01,Larry Kenon
CHI,lestero01,Ronnie Lester
CHI,mackol01,Ollie Mack
CHI,maysc01,Scott May
CHI,soberri01,Ricky Sobers
CHI,theusre01,Reggie Theus
CHI,wilkebo01,Bob Wilkerson
CHI,wilkeja02,James Wilkes
CHI,worthsa01,Sam Worthen
PHI,cheekma01,Maurice Cheeks
PHI,collido01,Doug Collins
PHI,curetea01,Earl Cureton
PHI,davismo01,Monti Davis
PHI,dawkida01,Darryl Dawkins
PHI,ervinju01,Julius Erving
PHI,hollili01,Lionel Hollins
PHI,johnsol01,Ollie Johnson
PHI,jonesbo01,Bobby Jones
PHI,jonesca01,Caldwell Jones
PHI,mixst01,Steve Mix
PHI,richacl01,Clint Richardson
PHI,toneyan01,Andrew Toney
LAL,abdulka01,Kareem Abdul-Jabbar
LAL,breweji01,Jim Brewer
LAL,cartebu01,Butch Carter
LAL,choneji01,Jim Chones
LAL,coopemi01,Michael Cooper
LAL,hardyal01,Alan Hardy
LAL,hollabr01,Brad Holland
LAL,jacksto02,Tony Jackson
LAL,johnsma02,Magic Johnson
LAL,jordaed01,Eddie Jordan
LAL,landsma01,Mark Landsberger
LAL,nixonno01,Norm Nixon
LAL,patrimy01,Myles Patrick
LAL,wilkeja01,Jamaal Wilkes
DEN,dunntr01,T.R. Dunn
DEN,englial01,Alex English
DEN,gondrgl01,Glen Gondrezick
DEN,higgske01,Kenny Higgs
DEN,hordgce01,Cedrick Hordges
DEN,hugheki01,Kim Hughes
DEN,isselda01,Dan Issel
DEN,mckinbi01,Billy McKinney
DEN,nicksca01,Carl Nicks
DEN,oldhaja01,Jawann Oldham
DEN,rayja01,James Ray
DEN,robisda01,Dave Robisch
DEN,rochejo01,John Roche
DEN,thompda01,David Thompson
DEN,valenro01,Ronnie Valentine
DEN,vandeki01,Kiki Vandeweghe
HOU,dunlemi01,Mike Dunleavy
HOU,garreca01,Calvin Garrett
HOU,hendeto01,Tom Henderson
HOU,johnsle01,Lee Johnson
HOU,jonesma01,Major Jones
HOU,leaveal01,Allen Leavell
HOU,malonmo01,Moses Malone
HOU,murphca01,Calvin Murphy
HOU,paultbi01,Billy Paultz
HOU,reidro01,Robert Reid
HOU,stroujo01,John Stroud
HOU,tomjaru01,Rudy Tomjanovich
HOU,willobi01,Bill Willoughby
GSW,abernto01,Tom Abernethy
GSW,brownri01,Rickey Brown
GSW,carrojo01,Joe Barry Carroll
GSW,cheniph01,Phil Chenier
GSW,freewo01,World B. Free
GSW,hassejo01,Joe Hassett
GSW,kingbe01,Bernard King
GSW,lucasjo01,John Lucas
GSW,mayfibi01,Bill Mayfield
GSW,mengejo01,John Mengelt
GSW,parkeso01,Sonny Parker
GSW,raycl01,Clifford Ray
GSW,reidbi01,Billy Reid
GSW,romarlo01,Lorenzo Romar
GSW,shortpu01,Purvis Short
GSW,smithla01,Larry Smith
GSW,whiteru01,Rudy White
PHO,adamsal01,Alvan Adams
PHO,cookje01,Jeff Cook
PHO,daviswa03,Walter Davis
PHO,highjo01,Johnny High
PHO,johnsde01,Dennis Johnson
PHO,kelleri01,Rich Kelley
PHO,kramejo01,Joel Kramer
PHO,macyky01,Kyle Macy
PHO,nilesmi01,Mike Niles
PHO,robintr01,Truck Robinson
PHO,scottal01,Alvin Scott
POR,batesbi01,Billy Ray Bates
POR,brewero01,Ron Brewer
POR,crompge01,Geoff Crompton
POR,galemi01,Mike Gale
POR,grossbo01,Bob Gross
POR,hamilro01,Roy Hamilton
POR,harpemi01,Mike Harper
POR,kunneke01,Kevin Kunnert
POR,nattca01,Calvin Natt
POR,owensto01,Tom Owens
POR,paxsoji02,Jim Paxson
POR,ranseke01,Kelvin Ransey
POR,thompmy01,Mychal Thompson
POR,washike01,Kermit Washington
SAS,brewero01,Ron Brewer
SAS,corzida01,Dave Corzine
SAS,galemi01,Mike Gale
SAS,gerargu01,Gus Gerard
SAS,gervige01,George Gervin
SAS,griffpa01,Paul Griffin
SAS,johnsge02,George Johnson
SAS,johnsre01,Reggie Johnson
SAS,moorejo01,Johnny Moore
SAS,olberma01,Mark Olberding
SAS,restake01,Kevin Restani
SAS,shumajo01,John Shumate
SAS,silasja01,James Silas
SAS,wileymi01,Michael Wiley
UTA,benneme01,Mel Bennett
UTA,boonero01,Ron Boone
UTA,bristal01,Allan Bristow
UTA,coopewa01,Wayne Cooper
UTA,dantlad01,Adrian Dantley
UTA,durenjo01,John Duren
UTA,greenri01,Rickey Green
UTA,griffda01,Darrell Griffith
UTA,hardyja01,James Hardy
UTA,judkije01,Jeff Judkins
UTA,mckinbi01,Billy McKinney
UTA,milledi01,Dick Miller
UTA,nicksca01,Carl Nicks
UTA,poquebe01,Ben Poquette
UTA,vromabr01,Brett Vroman
UTA,wilkije01,Jeff Wilkins
NJN,cookda01,Darwin Cook
NJN,elliobo01,Bob Elliott
NJN,gminsmi01,Mike Gminski
NJN,jonesed01,Edgar Jones
NJN,jordaed01,Eddie Jordan
NJN,lucasma01,Maurice Lucas
NJN,mcadobo01,Bob McAdoo
NJN,moorelo01,Lowes Moore
NJN,newlimi01,Mike Newlin
NJN,okoremi01,Mike O'Koren
NJN,robincl01,Cliff Robinson
NJN,sparrro01,Rory Sparrow
NJN,vanbrja01,Jan van Breda Kolff
NJN,walkefo01,Foots Walker
SEA,awtrede01,Dennis Awtrey
SEA,baileja01,James Bailey
SEA,brownfr01,Fred Brown
SEA,donalja01,James Donaldson
SEA,dorseja01,Jacky Dorsey
SEA,hanzlbi01,Bill Hanzlik
SEA,hillar01,Armond Hill
SEA,johnsjo01,John Johnson
SEA,johnsvi01,Vinnie Johnson
SEA,sheltlo01,Lonnie Shelton
SEA,shumajo01,John Shumate
SEA,sikmaja01,Jack Sikma
SEA,walkewa01,Wally Walker
SEA,westppa01,Paul Westphal
SEA,whiteru01,Rudy White
KCK,birdsot01,Otis Birdsong
KCK,douglle01,Leon Douglas
KCK,fordph01,Phil Ford
KCK,gerargu01,Gus Gerard
KCK,grunfer01,Ernie Grunfeld
KCK,kingre01,Reggie King
KCK,laceysa01,Sam Lacey
KCK,lambejo01,John Lambert
KCK,meriwjo01,Joe Meriweather
KCK,sandefr01,Frankie Sanders
KCK,waltoll01,Lloyd Walton
KCK,wedmasc01,Scott Wedman
KCK,whitejo01,Jo Jo White
KCK,whitnha02,Hawkeye Whitney
SDC,bibbyhe01,Henry Bibby
SDC,brookmi01,Michael Brooks
SDC,bryanjo01,Joe Bryant
SDC,davisro01,Ron Davis
SDC,heardga01,Gar Heard
SDC,natersw01,Swen Nater
SDC,pietkst01,Stan Pietkiewicz
SDC,priceto01,Tony Price
SDC,rankwa01,Wally Rank
SDC,smithph01,Phil Smith
SDC,taylobr01,Brian Taylor
SDC,whiteje01,Jerome Whitehead
SDC,wickssi01,Sidney Wicks
SDC,willifr01,Freeman Williams
WSB,ballagr01,Greg Ballard
WSB,brittda01,Dave Britton
WSB,brownle02,Lewis Brown
WSB,carrau01,Austin Carr
WSB,collido02,Don Collins
WSB,dandrbo01,Bob Dandridge
WSB,greveke01,Kevin Grevey
WSB,hayesel01,Elvin Hayes
WSB,kupchmi01,Mitch Kupchak
WSB,mahorri01,Rick Mahorn
WSB,matthwe01,Wes Matthews
